a,a_incidences,b,b_incidences,c,c_incidences,d,d_incidences,e,e_incidences,f,f_incidences,g,g_incidences,h,h_incidences,i,i_incidences,j,j_incidences,k,k_incidences,l,l_incidences,m,m_incidences,n,n_incidences,o,o_incidences,p,p_incidences,q,q_incidences,r,r_incidences,s,s_incidences,t,t_incidences,u,u_incidences,v,v_incidences,w,w_incidences,x,x_incidences,y,y_incidences,z,z_incidences
Abdulrahman,"191,091",Belov,"140,967",Ceesay,"95,831",Dak,"96,919",Ebrahem,"45,186",Fleitas,"53,385",Grande,"83,016",Hodge,"102,007",Imada,"31,944",Jatta,"40,182",Kaunda,"120,592",Lind,"58,464",Mesa,"213,266",Nama,"94,342",Ospino,"50,432",Pritchard,"80,383",Qaderi,"5,846",Rakhmonov,"96,264",Sano,"223,048",Tibebu,"80,823",Ulbrich,"17,195",Vaccaro,"36,566",Weerasekara,"33,225",Xocop,798,Yuki,"29,592",Zanotti,"23,885"
Alabi,"190,043",Blanchard,"140,647",Chima,"95,367",de Vries,"96,756",Eliseev,"45,167",Fish,"53,193",Gatti,"82,942",Herbert,"101,921",Ina,"31,804",Jorgensen,"40,169",Kaji,"120,299",Locke,"57,547",Mollya,"213,152",Nasrullah,"94,337",Ovezov,"50,043",Panta,"80,105",Quackenbush,"5,831",Ramalho,"96,246",Sinaga,"222,602",Tamele,"80,724",ul Deen,"17,117",Vilar,"36,564",Wiebe,"33,214",Xoraqe,793,Yadi,"29,366",Zeidan,"23,842"
Adachi,"189,466",Bahar,"140,212",Cumbane,"94,899",Dumitru,"96,585",Elbashir,"45,024",Farhad,"52,834",Gau,"82,928",Heinrich,"100,540",Ibraeva,"31,657",Jafaru,"40,143",Khalili,"120,196",Luqman,"57,030",Matsui,"211,441",Ngobeni,"93,909",Odom,"49,980",Pathirana,"80,020",Quinatoa,"5,829",Reina,"95,979",Sugiyama,"221,796",Tanjung,"80,689",Ubi,"17,093",van Leeuwen,"35,553",Worou,"33,051",Xibrraku,785,Yirgalem,"29,317",Zenash,"23,827"
Agbo,"189,164",Brou,"140,088",Calixto,"94,302",Dahmani,"96,460",Elsir,"44,645",Ferris,"52,691",Geiger,"82,368",Hettiarachchi,"99,907",Irafan,"31,527",Jehan,"39,935",Konno,"119,938",Lukadi,"56,945",Mullah,"210,593",Nayef,"93,887",Ogando,"49,952",Phommachanh,"79,848",Qosimov,"5,826",Rizk,"95,628",Samant,"221,773",Tarasenko,"80,644",Uppalapati,"17,043",Villada,"35,428",Widayati,"32,949",Xiquen,785,Yitbarek,"29,257",Zgambo,"23,645"
Augustine,"189,122",Boukari,"139,658",Colina,"94,232",Daisen,"96,401",El Feky,"44,584",Foreman,"52,625",Ghodke,"82,084",Hermann,"99,903",Ismaeel,"31,484",January,"39,890",Kurnia,"119,718",Lobos,"56,934",Maiiti,"209,472",Nganga,"93,727",Oosthuizen,"49,937",Picard,"79,430",Queiroga,"5,826",Randriamanantena,"95,241",Shaaban,"220,518",Tsoy,"80,590",Uzoigwe,"16,987",Vuković,"35,211",Weigel,"32,575",Xuma,780,Yoo,"29,240",Zulfa,"23,618"
Aggarwal,"189,108",Badri,"138,911",Chakali,"94,098",Darmawan,"95,294",Elshamy,"44,538",Fatmawati,"52,593",Gibbons,"81,939",Hemram,"99,725",Irvin,"31,462",Jayad,"39,837",Kalala,"119,705",Laureano,"56,766",Monday,"209,327",Nau,"92,989",Ohira,"49,883",Pons,"79,328",Quiel,"5,822",Ramamonjisoa,"94,954",Suryani,"220,280",Tsegay,"80,121",Upayay,"16,873",Vicencio,"35,034",Waugh,"32,520",Xuliu,768,Yuliati,"29,157",Zakou,"23,537"
Adu,"188,296",Bond,"138,885",Chander,"93,974",Donkor,"95,204",Elshazly,"44,434",Fikri,"52,475",Guimarães,"81,651",Hobbs,"99,708",Ibrahimi,"31,462",Joaquin,"39,751",Kamano,"119,606",Leonov,"56,748",Muneer,"209,255",Ngugi,"92,880",Ogar,"49,844",Paya,"79,269",Qabbani,"5,801",Rahima,"94,447",Schmitz,"218,468",Tuo,"79,820",Udoudo,"16,801",Villalva,"34,815",Wolters,"32,059",Xavier Ferreira,767,Yeh,"28,911",Zahrani,"23,497"
Attieh,"187,837",Baraiy,"138,147",Candida,"93,542",Delos Reyes,"94,696",Elie,"44,378",Florian,"52,047",Gitonga,"81,503",Houston,"98,680",Ishigaki,"31,360",Jeremias,"39,611",Kam,"119,483",Loginov,"56,613",Musonda,"206,234",Németh,"92,700",Oruç,"49,586",Paes,"78,879",Qasmi,"5,769",Rifat,"94,357",Soria,"217,284",Toprak,"79,798",Unruh,"16,749",Valdiviezo,"34,726",Wude,"32,047",Xanthis,762,Yuk,"28,529",Zena,"23,447"
Avci,"186,446",Bio,"138,053",Chernov,"93,540",Dossou,"94,582",El Amary,"44,300",Feroz,"52,032",Garnier,"81,498",Hubert,"98,066",Inal,"30,817",Judd,"39,567",Koech,"119,316",Lebrun,"56,501",Makarov,"205,901",N'Diaye,"92,600",Ocen,"49,466",Paterson,"78,714",Quagraine,"5,743",Real,"94,012",Sayyad,"216,729",Tesfa,"79,491",Uzo,"16,729",Vithanage,"34,105",Wahyu,"32,046",Xavier de Lima,759,Yalla,"28,410",Zekri,"23,345"
Aberash,"185,937",Berthe,"136,337",Chepkoech,"93,279",Denisova,"94,541",El Matry,"44,267",Farjana,"51,991",Golden,"81,383",Hamouda,"97,639",Igawa,"30,809",Jemila,"39,499",Kazakova,"118,688",Lubega,"56,446",Monroy,"204,787",Naiya,"92,583",O'Reilly,"49,436",Pahan,"78,676",Quiahua,"5,734",Rasul,"93,905",Salami,"216,438",Thombare,"79,406",Umma,"16,728",Venkatesh,"34,080",Wilfred,"32,013",Xalisa,756,Yakimova,"28,144",Zubova,"23,298"
Abdela,"185,755",Bekelech,"135,711",Copeland,"93,112",Dikshit,"94,309",Escoto,"44,141",Fattahi,"51,574",Gilmore,"81,278",Hirut,"97,569",Iskakov,"30,775",Jude,"38,314",Kieu,"118,612",Layek,"56,285",Marinho,"204,220",Nina,"91,695",Oneal,"49,323",Potts,"78,366",Qaeemin,"5,724",Rastogi,"93,123",Salma,"216,410",Talbi,"79,321",Usoro,"16,625",Vahedi,"34,017",Weidner,"31,962",Xawuka,749,Yost,"28,054",Zebiba,"23,034"
Askale,"185,268",Bedoya,"135,113",Candia,"92,822",Danso,"94,152",Esse,"43,967",Fukunaga,"51,546",Goli,"80,572",Halawa,"96,275",Iskhakov,"30,550",Jura,"38,266",Kolesnikova,"118,424",Lescano,"56,165",Madi,"203,137",Nasri,"91,540",Onofre,"49,037",Paing,"78,328",Quimbo,"5,687",Regalado,"92,928",Snyder,"216,025",Tambunan,"79,226",Umeki,"16,572",Voa,"33,998",Wiedemann,"31,954",Xikrin,746,Yanai,"27,840",Zaza,"22,978"
Abed,"185,189",Ballo,"134,636",Coc,"92,696",Dalal,"93,865",Eden,"43,664",Fekry,"51,495",Gole,"80,326",Hewitt,"96,031",Igbo,"30,457",Javeed,"38,146",Kabongo,"118,302",Laguerre,"55,910",Modak,"202,203",Negrete,"91,360",Onoja,"49,034",Puentes,"77,793",Qui,"5,676",Rich,"92,348",Salehi,"214,907",Tahiri,"79,117",Uçan,"16,558",Vorontsov,"33,860",Wulan,"31,904",Xake,744,Yien,"27,663",Zucula,"22,945"
Aviles,"184,925",Briggs,"134,453",Cuello,"92,673",Dulay,"93,581",Ermias,"43,600",Faysal,"51,430",Gürbüz,"79,903",Hamoudi,"95,895",Ipuana,"30,205",Jakobsen,"38,047",Konishi,"118,204",Late,"55,837",Mahamed,"202,085",Ngubane,"90,032",Obama,"48,801",Posada,"77,357",Qanbarzai,"5,636",Raveloson,"92,096",Stanley,"214,527",Tekeste,"79,112",Usaman,"16,367",Vudha,"33,840",Weinstein,"31,885",Xavier Alves,742,Yikwa,"27,635",Zewdnesh,"22,859"
Alhaq,"184,921",Buchanan,"134,389",Chaugule,"92,622",Duda,"93,455",Edgar,"43,393",Fukuoka,"51,347",Gunasekara,"79,113",Holguin,"95,817",Indriyani,"30,185",Jović,"37,997",Kruger,"118,138",Leno,"55,598",Mwanza,"201,747",Nadaph,"89,938",Ospanova,"48,527",Potapova,"77,246",Quraish,"5,610",Rajaonarison,"91,702",Sabo,"214,204",Talapad,"79,071",Urbanek,"16,311",Venâncio,"33,830",Woolley,"31,814",Xipu,739,Yanase,"27,460",Zuhri,"22,633"
Aparicio,"183,919",Bhoir,"134,184",Chery,"92,561",Donaldson,"93,257",Ephrem,"43,342",Fusco,"51,141",Gustafsson,"78,795",Hebert,"95,530",Iwanaga,"30,168",Jordaan,"37,992",Kouyate,"117,960",Lakhani,"55,546",Mardi,"201,664",Nanayakkara,"89,690",Ode,"48,208",Peck,"77,144",Qomi,"5,510",Rustamov,"91,677",Sajjad,"213,835",Tsuda,"78,677",Uramv,"16,278",Viktorovich,"33,534",Wala,"31,708",Xakaee,738,Yarga,"27,434",Zakar,"22,477"
Asad,"183,438",Bazan,"133,581",Chia,"92,531",de Faria,"92,817",Ergashev,"43,198",Förster,"50,531",Glenn,"78,395",Huq,"95,467",Imoto,"30,148",Jeremia,"37,742",Karanja,"117,297",Labaran,"55,296",Mbabazi,"201,023",Nemati,"89,300",Odey,"48,068",Preciado,"76,548",Querido,"5,498",Rabar,"91,607",Shiferaw,"213,508",Tsedale,"78,558",Usai,"16,190",Vaghasiy,"33,523",Wabwire,"31,695",Xusein,736,Yakut,"27,349",Zewude,"22,394"
Alththania,"183,042",Baxter,"133,494",Ciobanu,"92,215",Dufour,"92,779",El Mehdi,"43,183",Frye,"50,354",Greenwood,"78,392",Humphrey,"94,241",Ignateva,"30,046",Jordao,"37,675",Kakde,"117,128",Lulu,"55,209",Matar,"200,871",Nagao,"89,171",Oku,"47,956",Puspitasari,"76,365",Qasimi,"5,452",Routh,"90,970",Safarova,"213,028",Tudor,"78,551",Ukpai,"16,167",Vall,"33,275",Whittington,"31,657",Xenon,735,Yala,"27,188",Zalukhu,"22,256"
Agraval,"183,010",Bondar,"132,654",Caraballo,"91,614",Davenport,"92,748",El Harazi,"43,168",Fekete,"50,070",Gohar,"78,157",Hamdani,"93,298",Iya,"29,901",Jatoi,"37,639",Khun,"116,917",López,"55,092",Maier,"199,669",Nazarenko,"89,037",Onyema,"47,933",Pani,"76,336",Quirion,"5,341",Rozi,"90,956",Stepanova,"210,374",Toscano,"78,546",Ushie,"16,116",Venance,"33,208",Withers,"31,595",Xajil,730,Yulia,"26,713",Zeman,"22,184"
Abdelrahman,"182,737",Baral,"132,151",Conner,"91,020",de Aguiar,"92,653",Ebong,"43,143",Fermin,"50,011",Ghazal,"78,020",Hamis,"93,251",Ivanchenko,"29,783",Jahaan,"37,404",Kilinç,"116,613",Lerma,"54,794",Mate,"199,591",Nixon,"88,732",Orosco,"47,922",Purohit,"76,241",Quijas,"5,327",Rasoarimalala,"89,653",Shaibu,"209,483",Taka,"78,160",Uzochukwu,"16,095",Vongkhamsao,"33,091",Weah,"31,589",Xhambazi,727,Yakimov,"26,667",Zeynli,"22,174"
Anyanwu,"182,166",Baloyi,"131,951",Clements,"90,755",Damayanti,"92,073",Egger,"43,034",Faizullah,"49,713",Glass,"77,992",Hurst,"92,875",Israilova,"29,773",Jofre,"37,381",Koçak,"116,387",Lakew,"54,448",Majok,"199,444",Nshimiyimana,"88,628",Olaoye,"47,843",Pardhi,"76,220",Qadare,"5,323",Rayhan,"89,489",Safarov,"208,713",Tsutsumi,"77,870",Ugas,"16,013",Velichko,"33,059",Wasike,"31,549",Xiehuang,727,Yamato,"26,532",Zerai,"22,124"
Ammar,"182,162",Bohar,"131,257",Coetzee,"90,445",del Angel,"91,962",Ekong,"42,999",Falah,"49,464",Ghali,"77,770",Hatungimana,"92,821",Imperial,"29,714",Janik,"37,349",Kusuma,"116,369",Lina,"54,424",Myo,"198,830",Natukunda,"88,014",Okasha,"47,666",Popović,"76,084",Qarni,"5,293",Redondo,"89,443",Soltani,"208,461",Türkmen,"77,868",Umami,"15,911",Vass,"32,981",Wegener,"31,544",Xale,725,Yuniarti,"26,431",Zadeh,"21,974"
Abedin,"182,056",Barraza,"130,913",Chew,"90,428",Dione,"91,590",Edu,"42,914",Fallahi,"49,164",Ganjhu,"77,623",Hussin,"92,669",Ico,"29,679",Jalaluddin,"37,159",Kent,"116,085",Limvu,"54,414",Mputu,"198,787",Nekesa,"87,092",Orrego,"47,444",Palencia,"75,889",Quines,"5,269",Randrianarivelo,"89,093",Sakurai,"208,320",Tobar,"77,864",Udeze,"15,889",Valdivieso,"32,799",Wolski,"31,427",Xaso,725,Yanga,"26,240",Zakariyya,"21,904"
Asamaoil,"181,597",Babalola,"130,348",Chase,"90,351",Darko,"90,714",Ejike,"42,831",Fadilah,"49,120",Galvis,"77,498",Htoo,"92,436",Ignatev,"29,587",Jany,"37,127",Koizumi,"115,942",Loo,"54,347",Mwape,"197,690",Noah,"86,854",Omba,"46,931",Pujar,"75,632",Qaba,"5,245",Randrianirina,"88,899",Saunders,"207,824",Takizawa,"77,420",Uscanga,"15,643",Vasić,"32,783",Wadkar,"31,262",Xausa,718,Yahi,"26,219",Zapanta,"21,819"
Amar,"181,051",Bar,"128,764",Chege,"89,929",Durmuş,"90,226",Elgohary,"42,671",Fadeev,"49,034",Gültekin,"77,203",Habonimana,"90,966",Iwuoha,"29,578",Jegede,"36,801",Kot,"115,853",Lali,"54,027",Morshed,"197,478",Nasif,"86,622",Offor,"46,930",Ponomareva,"75,175",Quizhpe,"5,238",Rehan,"88,840",Santara,"206,704",Tesema,"77,393",Udadin,"15,466",Veselova,"32,731",Weise,"31,206",Xanthakis,716,Yaguchi,"26,129",Zama,"21,740"
Addo,"179,988",Boakye,"127,991",Chinda,"89,834",Dsouza,"89,640",Esayas,"42,584",Fekade,"48,903",Ghoshal,"77,093",Hari,"90,427",Ishimaru,"29,554",Jamilah,"36,592",Küçük,"114,957",Lameck,"53,931",Mbuyu,"197,344",Neira,"85,767",Olarewaju,"46,591",Poirier,"75,027",Quimson,"5,234",Rajbanshi,"88,655",Savadogo,"206,680",Thorpe,"77,134",Urakawa,"15,343",Valli,"32,603",Walz,"31,103",Xakaote,710,Yonis,"26,078",Zykov,"21,701"
Alasid,"179,759",Bare,"127,825",Castaneda,"89,760",Daoudi,"89,556",Erwin,"42,383",Fakhry,"48,712",Gedi,"76,944",Hooper,"89,778",Ilo,"29,345",Jaen,"36,488",Khanal,"114,896",Llanes,"53,718",Mina,"196,435",Nyathi,"85,443",Oga,"46,410",Pedrosa,"74,922",Quere,"5,196",Rasid,"88,325",Shelke,"206,643",Testa,"77,033",Umanzor,"15,337",Vangu,"32,569",Whitmore,"30,746",Xingu,709,Yarou,"25,907",Zaets,"21,670"
Angel,"179,476",Bhunia,"127,818",Constantin,"89,407",Daou,"89,414",Etuk,"42,252",Fadeeva,"48,500",Gerasimov,"76,807",Haris,"89,707",Ikuta,"29,314",Jayalath,"36,228",Khanh,"114,637",Lyimo,"53,558",Matsuo,"194,853",Niguse,"85,200",Oktaviani,"46,358",Pittman,"74,767",Quilaton,"5,190",Rees,"87,834",Santra,"206,378",Ticona,"77,007",Ulaya,"15,290",Valeeva,"32,547",Walia,"30,593",Xakareaie,706,Yanagawa,"25,867",Zorome,"21,554"
Ayman,"179,037",Bird,"127,174",Cesar,"89,005",Donovan,"88,975",Engelhardt,"42,149",Faraz,"48,437",Getaneh,"76,482",Havyarimana,"89,228",Isidoro,"29,122",Julca,"36,195",Khanna,"114,580",Lupu,"53,315",Mikhaylov,"193,991",Nwaeze,"85,068",Oakley,"46,311",Prada,"74,554",Qaribova,"5,183",Raharinirina,"86,539",Sergeeva,"206,189",Tivane,"76,919",Upa,"15,263",Varona,"32,017",Wijeratne,"30,273",Xakare,701,Yacob,"25,803",Zahn,"21,521"
Amjad,"178,451",Basri,"126,539",Ca,"87,668",Deleon,"88,879",Ergasheva,"42,149",Fenton,"48,381",Gedam,"76,146",Htut,"88,972",Illia,"29,062",Jailani,"36,145",Kayal,"114,143",Latorre,"52,902",Malla,"193,568",Ngulube,"84,773",Onyebuchi,"46,082",Peraza,"74,380",Qorban,"5,176",Rengifo,"86,482",Seth,"205,576",Tafil,"76,759",Udi,"15,236",Vohar,"32,008",Whitehouse,"30,196",Xinwa,701,Yabre,"25,730",Ziada,"21,455"
Anand,"178,157",Bansode,"126,497",Chandran,"87,156",Dumont,"88,845",Ephraim,"42,147",Furlan,"48,326",Ganta,"75,940",Hamani,"88,944",Idavan,"28,870",Jamatia,"36,021",Kitagawa,"113,650",Lazem,"52,776",Manga,"193,166",Ndayisenga,"84,760",Obiang,"45,949",Papadopoulos,"74,223",Qua,"5,171",Ritchie,"86,437",Shuai,"205,476",Touch,"76,444",Ubah,"15,229",Verhoeven,"31,981",Whitman,"30,135",Xakaza,700,Yougbare,"25,644",Zavyalov,"21,420"
Asrat,"176,422",Brandao,"125,569",Cuesta,"86,699",do Socorro,"88,775",Eriksen,"41,964",Friend,"48,064",Gara,"75,939",Heller,"88,823",Imanishi,"28,604",Jeremie,"35,983",Kadri,"113,633",Lindberg,"52,744",Manzi,"192,992",Nizigiyimana,"84,700",Omidi,"45,817",Parrish,"73,867",Quitoriano,"5,166",Radzhabov,"86,301",Silvestre,"204,723",Topçu,"75,642",Uran,"15,197",Villaverde,"31,527",Workineh,"30,010",Xhemaj,697,Yarima,"25,630",Zubarev,"21,417"
Anas,"175,256",Bryan,"125,396",Calero,"86,233",Dixit,"88,771",Epakam,"41,848",Fröhlich,"47,985",Gangurde,"75,719",Husein,"88,697",Inayatullah,"28,565",Judge,"35,977",Khakimova,"113,581",Luaibi,"52,613",Madrid,"192,462",Nyirongo,"84,496",Odonnell,"45,768",Portela,"73,791",Qaribov,"5,158",Roach,"85,923",Sharmin,"204,367",Tazi,"75,433",Uwayezu,"15,179",Villalon,"31,406",Willemse,"30,002",Xelelo,696,Yayla,"25,498",Zoumanigui,"21,383"
Abdulla,"175,074",Besra,"124,553",Cantero,"86,105",Danh,"88,765",Elgamal,"41,828",Farook,"47,940",Garduño,"75,481",Hashimu,"88,389",Isapai,"28,556",Javle,"35,747",Kola,"113,541",Lockhart,"52,593",Micheal,"191,432",Nduwayo,"83,958",Olea,"45,700",Pidhayar,"73,769",Qabal,"5,157",Rea,"85,766",Segovia,"204,002",Troncoso,"75,355",Urbaez,"15,174",Vann,"31,229",Wawrzyniak,"29,910",Xhalabile,696,Youngblood,"25,441",Zafari,"21,380"
Atsede,"175,013",Barbhuiya,"124,418",Chari,"85,829",do Rosario,"88,662",Elsabet,"41,573",Fred,"47,806",Girmay,"75,315",Hagen,"87,739",Ing,"28,540",Jogdand,"35,710",Kadyrov,"113,445",Laryea,"52,529",Mondlane,"191,373",Nainggolan,"83,600",Omotosho,"45,690",Pulatov,"73,260",Quizembe,"5,130",Rustamova,"85,402",Serra,"203,123",Tomlinson,"74,837",Utegenov,"15,067",Valentino,"31,175",Wakeel,"29,902",Xynos,695,Yakob,"25,370",Zulueta,"21,352"
Aguero,"174,362",Bagayoko,"124,333",Chevalier,"85,757",Deme,"88,572",Eremenko,"41,429",Fırat,"47,405",Guilavogui,"74,841",Haman,"87,667",Idrisov,"28,433",Jabri,"35,449",Konda,"113,315",Lemke,"52,387",Morin,"191,048",Nakatani,"83,381",Oral,"45,231",Pulatova,"73,178",Quarcoopome,"5,103",Rakotobe,"85,394",Sugawara,"202,452",Tikhonov,"74,782",Umanah,"15,065",Venkata,"31,041",Wint,"29,868",Xamud,694,Yazid,"25,348",Zand,"21,286"
Auwal,"172,151",Buhari,"124,011",Carcamo,"85,120",Duke,"87,754",El-Sayed,"41,429",Filipović,"47,201",Gloria,"74,656",Hartley,"87,232",Iswanto,"28,271",Just,"34,978",Kiran,"113,309",Locatelli,"52,240",Munoz,"189,233",Ndour,"83,200",Okoronkwo,"45,141",Potapov,"73,009",Qalam,"5,038",Romeo,"85,063",Saidou,"202,244",Takei,"74,661",Ukhabhai,"14,977",Venturi,"30,983",Wiesner,"29,760",Xavier Rodrigues,691,Yorulmaz,"25,310",Zubareva,"21,260"
Awaya,"172,068",Belo,"123,961",Cochran,"84,727",Doe,"87,460",Elisa,"41,300",Fuenmayor,"47,070",Gosai,"74,566",Holden,"86,942",Is,"27,989",Janse van Rensburg,"34,950",Kuzmenko,"113,137",Lovell,"52,172",Manirakiza,"189,079",Nai,"82,857",Osmanov,"45,064",Pilli,"72,945",Qabha,"5,009",Read,"84,736",Shetty,"200,705",Tshimanga,"74,315",Umurzakov,"14,976",Val,"30,857",Wharton,"29,631",Xongo,689,Yunis,"25,295",Zewudu,"21,254"
Agu,"171,172",Buckley,"123,744",Cahyono,"84,489",Deus,"87,453",Enzan,"41,286",Felisberto,"46,895",Gidey,"73,987",Hamzah,"86,036",Inam,"27,905",Jubril,"34,416",Kshetrapal,"113,041",Litvinov,"52,165",Montgomery,"188,881",Nadar,"82,505",Ogbonnaya,"44,706",Pitts,"72,814",Qaraan,"4,987",Roland,"84,464",Sanabria,"200,425",Tanvir,"74,280",Uthman,"14,955",Vannavong,"30,841",Woodall,"29,572",Xaamud,687,Yoro,"25,235",Zanga,"21,249"
Aboubacar,"168,402",Byrd,"123,512",Casillas,"84,431",Duval,"87,424",Estevao,"41,026",Fadil,"46,835",Guerin,"73,732",Huu,"85,834",Issac,"27,803",Jumbe,"34,221",Khaskheli,"112,665",Lamas,"52,025",Mas,"187,843",Naumova,"82,264",Olivieri,"44,672",Plata,"72,757",Quelimane,"4,961",Rosero,"84,319",Sena,"199,577",Topno,"74,058",Uhara,"14,886",Vin,"30,741",Wijekoon,"29,526",Xanthou,684,Yugay,"25,111",Zanella,"21,180"
Abass,"168,282",Bhumij,"122,487",Connor,"84,283",Dursun,"87,368",Esser,"41,008",Fukuhara,"46,774",Gorman,"73,466",Hatami,"85,604",Ilyin,"27,746",Jaisawal,"34,177",Kolawole,"112,019",Lado,"52,021",Marino,"187,607",Naqvi,"81,637",Obot,"44,569",Papp,"72,352",Qazazin,"4,944",Robson,"83,713",Sikder,"199,140",Tarafdar,"74,055",Uwiragiye,"14,820",Vaghar,"30,437",Wynne,"29,525",Xudoyberdiev,679,Yolcu,"24,827",Zagre,"21,138"
Am,"167,350",Bakri,"122,397",Chernykh,"83,876",de Mello,"87,366",Eaindra,"40,897",Falco,"46,749",Gold,"73,423",Herrero,"85,450",Ilyasu,"27,731",Jayasundara,"33,639",Kamar,"111,780",La Rosa,"51,726",Mara,"187,491",Nesterenko,"81,308",Olalekan,"44,363",Proctor,"72,141",Quintao,"4,858",Rakotomanana,"83,672",Sali,"196,871",Teimouri,"73,945",Uzairu,"14,799",Vijaya,"30,413",Wadud,"29,506",Xilotl,678,Yoka,"24,710",Zardari,"21,111"
Atkinson,"166,224",Bharati,"122,077",Cuna,"83,233",Durmaz,"86,978",El Maghraby,"40,770",Farris,"46,617",Gongora,"73,016",Hiwot,"85,211",Iversen,"27,634",Jameson,"33,339",Kora,"111,637",Laya,"51,527",Marcos,"187,284",Nigatu,"81,305",Oktavia,"44,213",Philipo,"71,975",Quoi,"4,849",Romanyuk,"83,288",Saucedo,"196,487",Thani,"73,791",Uppari,"14,773",Vianna,"30,245",Whittle,"29,425",Xavier Gomes,677,Yarlagadda,"24,601",Zakharenko,"20,933"
Andres,"165,848",Blanc,"121,680",Chauque,"82,940",Du Plessis,"86,222",Ertaş,"40,719",Fritsch,"46,451",Getnet,"72,819",Horiuchi,"85,097",Ibitoye,"27,623",Jamaludin,"33,228",Kirby,"111,588",Lemoine,"51,466",Merino,"186,504",Nishio,"81,296",Omelchenko,"44,003",Pokharel,"71,154",Qadiri,"4,833",Ramani,"83,063",Sugimoto,"195,959",Tajik,"73,749",Usen,"14,692",Valdovinos,"30,054",Woodcock,"29,251",Xuxu,669,Yanagihara,"24,587",Zewudie,"20,933"
Alfred,"165,605",Bogdanova,"121,405",Chukwuma,"82,863",Deo,"86,167",Elsawy,"40,718",Faustine,"46,222",Gale,"72,553",Hoshi,"84,168",Indah,"27,623",Jubair,"33,210",Khakimov,"111,518",Lamin,"51,105",Muniz,"186,387",Naguib,"81,087",Orabi,"43,739",Pabon,"70,848",Qaoud,"4,832",Raafat,"82,602",Sharifi,"195,524",Tamene,"73,565",Usma,"14,677",Vite,"30,042",Whitlock,"29,250",Xylouris,669,Yeganeh,"24,538",Zabeirou,"20,931"
Abadalalh,"165,557",Barahona,"121,222",Clay,"82,137",Dodo,"85,576",Ehlers,"40,653",Fanaye,"46,191",Gadekar,"72,511",Hira,"83,869",Isangh,"27,500",Jyothi,"32,555",Kevat,"111,327",Lombard,"51,036",Maxwell,"185,669",Nova,"80,715",Ospanov,"43,629",Parisi,"70,783",Qwaray,"4,825",Rono,"82,349",Seo,"195,003",Tsega,"73,285",Uwanyirigira,"14,648",Villafañe,"29,653",Wunderlich,"29,231",Xhihani,666,Yiga,"24,416",Zayats,"20,929"
Abdelhossein,"163,500",Baksh,"121,194",Cota,"82,127",Dip,"85,491",Ermolaeva,"40,644",Fitria,"46,189",Goldberg,"72,507",Horne,"83,824",Isla,"27,383",Jamh,"32,527",Kole,"110,646",Lodha,"50,898",Muslim,"185,619",Nagar,"80,593",Ogbodo,"43,376",Paixao,"70,606",Quiamco,"4,819",Rakotondrasoa,"81,978",Schröder,"193,724",Tindano,"73,232",Umurzakova,"14,580",Visagie,"29,640",Wardana,"29,145",Xhoxhaj,665,Yousefzadeh,"24,332",Zafer,"20,898"
Amara,"162,162",Bhujel,"121,067",Cowan,"81,473",Demirtaş,"85,303",Ekpe,"40,449",Fasil,"46,070",Gündoğdu,"72,116",Hull,"83,688",Ibanga,"27,238",Jangid,"32,400",Kataoka,"110,321",Lare,"50,823",Melaku,"184,566",Nkuna,"80,259",Osmani,"43,160",Pagan,"70,562",Qizilbash,"4,818",Rakotondramanana,"81,966",Sultanova,"193,361",Takemoto,"73,217",Udu,"14,556",Vida,"29,618",Wicks,"29,042",Xojayeva,665,Yener,"24,288",Zaiter,"20,811"
Abdelaziz,"161,319",Beevi,"120,933",Chub,"81,428",Dina,"84,724",El Soufi,"40,322",Fredrick,"46,038",Gee,"71,972",Hasda,"82,583",Ibara,"27,136",Jaquez,"32,308",Karaman,"110,160",Lacey,"50,644",Mizuno,"183,419",Nakahara,"80,081",Ogwal,"43,025",Poli,"70,413",Qala,"4,812",Rizal,"81,589",Soleimani,"193,311",Taslima,"72,896",Uzakov,"14,550",Vassallo,"29,604",Widmer,"28,939",Xajap,662,Yusifov,"24,234",Zephania,"20,747"
Antoine,"161,257",Bande,"120,390",Crisostomo,"80,979",de Queiroz,"84,645",Ejiofor,"40,274",Freitag,"45,815",Gorbunov,"71,907",Hammer,"82,429",Itravedi,"27,083",Jindah,"32,136",Kabila,"108,808",Loya,"50,413",Mansaray,"182,095",Nabiev,"79,967",Ore,"42,874",Pettersson,"70,409",Quilantang,"4,811",Rita,"81,539",Stepanov,"192,674",Thiel,"72,699",Udosen,"14,347",Vekariy,"29,495",Woldemariam,"28,893",Xalate,660,Yujra,"24,097",Zaim,"20,692"
Avendaño,"160,941",Bhue,"120,372",Cudasam,"80,677",Dolo,"84,634",Erdmann,"40,223",Ferretti,"45,657",Gultom,"71,905",Hurley,"82,400",Irmak,"27,043",Jakkula,"32,123",Karpova,"108,380",Liaquat,"50,320",Muthoni,"181,213",Nkongolo,"79,395",Oluoch,"42,790",Parry,"70,311",Qame,"4,810",Rosita,"81,474",Simao,"191,771",Tete,"72,641",Ueshima,"14,237",Vegad,"29,470",Wadood,"28,845",Xashimba,659,Yokoo,"24,096",Zych,"20,615"
